content,events_refined
Not good as ut appears and advertisement. It doesn't provide exact preferences for our details and also not provide opportunity to reach the job displacement. These apps are showed as desire and doesn't support any thing.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Not good as ut appears and advertisement. It doesn't provide exact preferences for our details and also not provide opportunity to reach the job displacement. These apps are showed as desire and doesn't support any thing.

### events refined:

[It appears not good, It doesn't provide exact preferences for our details, It doesn't provide opportunity to reach the job displacement, It showed as desire, It doesn't support any thing]
"
"Initially it wasnt bad but its essentially become just a professional social media and horrible for actually finding jobs. Full of scammers and the same ''company"" posting a dozen times for the same position. The filter options dont work properly. Waste of phone space at this point.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Initially it wasnt bad but its essentially become just a professional social media and horrible for actually finding jobs. Full of scammers and the same ''company"" posting a dozen times for the same position. The filter options dont work properly. Waste of phone space at this point.

### events refined:

[It initially wasn't bad, but now it's just a professional social media and horrible for actually finding jobs, It's full of scammers, the same ""company"" posts a dozen times for the same position, The filter options don't work properly]
"
I find LinkedIn very useful.. Ha ha.. It's a joke! The recruiters are only taking info from your account to find more opportunities for themselves. Since I have opened my account I am receiving more spam calls trying to still my bank account details Jobs notifications you receive them after 3 weeks.. 👏 So yes.. Best of the best here on LinkedIn 👏👌💩,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I find LinkedIn very useful.. Ha ha.. It's a joke! The recruiters are only taking info from your account to find more opportunities for themselves. Since I have opened my account I am receiving more spam calls trying to still my bank account details Jobs notifications you receive them after 3 weeks.. 👏 So yes.. Best of the best here on LinkedIn 👏👌💩

### events refined:

[I find LinkedIn very useful] [I am receiving more spam calls trying to still my bank account details] [I receive jobs notifications after 3 weeks]
"
"Good day , my experience with this app has been far from what I expected. I haven't been a ble to login into my account so I created another account with another email and it's telling me that my nocaptcha user response code is missing or invalid , please I will be delighted if it is resolved because I will really need it anytime soon.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Good day, my experience with this app has been far from what I expected. I haven't been a ble to login into my account so I created another account with another email and it's telling me that my nocaptcha user response code is missing or invalid, please I will be delighted if it is resolved because I will really need it anytime soon.

### events refined:

[ I haven't been a ble to login into my account so I created another account with another email and it's telling me that my nocaptcha user response code is missing or invalid]
"
"Before using premium trial I was able to see who is viewed my profile (if they are not premium users) Then I decided to use free premium trial (30 days) and during this period I was able to see everyone who's viewed my profile. Now, after premium trial has ended, I can't see no one who's viewed my profile. I only see generic text and blurred profile image of a viewer. So, it's turned out if I haven't used premium trial I'll be to continue see my profile viewers but now everything os locked away","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Before using premium trial I was able to see who is viewed my profile (if they are not premium users) Then I decided to use free premium trial (30 days) and during this period I was able to see everyone who's viewed my profile. Now, after premium trial has ended, I can't see no one who's viewed my profile. I only see generic text and blurred profile image of a viewer. So, it's turned out if I haven't used premium trial I'll be to continue see my profile viewers but now everything os locked away

### events refined:

[I was able to see who is viewed my profile (if they are not premium users), I decided to use free premium trial (30 days), I was able to see everyone who's viewed my profile, It's turned out if I haven't used premium trial, I'll be to continue see my profile viewers, now"
"10 suggested posts, 20 promoted posts, and maybe 1 post by someone you actually follow. Linkedin has become ad galore for those that get aroused from getting bombarded with ads. I barely open it anymore for the feed. Only for notifications and messages.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
10 suggested posts, 20 promoted posts, and maybe 1 post by someone you actually follow. Linkedin has become ad galore for those that get aroused from getting bombarded with ads. I barely open it anymore for the feed. Only for notifications and messages.

### events refined:

[10 suggested posts, 20 promoted posts, 1 post by someone I actually follow]
"
"I cannot log in, have tried it a lot of times even reinstalling the app as well but it keeps on saying ""Your noCAPTCHA user response code is missing or invalid."" even though I've answered all correctly.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I cannot log in, have tried it a lot of times even reinstalling the app as well but it keeps on saying ""Your noCAPTCHA user response code is missing or invalid."" even though I've answered all correctly.

### events refined:

[ I cannot log in, I have tried it a lot of times, I have even reinstalled the app, it keeps on saying ""Your noCAPTCHA user response code is missing or invalid.""]
"
"Extremely upset with the lack of user support. My account was banned with no answer other than ""you have violated the agreement"". There is no access to user support and linkedin have now caused me to lose everything regardless of the fact I have not done anything. Please help!","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Extremely upset with the lack of user support. My account was banned with no answer other than ""you have violated the agreement"". There is no access to user support and linkedin have now caused me to lose everything regardless of the fact I have not done anything. Please help!

### events refined:

[My account was banned with no answer other than ""you have violated the agreement""]
"
"The algorithm update makes this app almost useless. When I press X on a post, it repeatedly shows more posts from the same author or topic. When I like a post and follow an author, I don't see their new posts until a week later.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
The algorithm update makes this app almost useless. When I press X on a post, it repeatedly shows more posts from the same author or topic. When I like a post and follow an author, I don't see their new posts until a week later.

### events refined:

[When I press X on a post, it repeatedly shows more posts from the same author or topic] [When I like a post and follow an author, I don't see their new posts until a week later]
"
"Ive been an active and efficient promoter of LinkedIn for more than 10 years, recently had reached the milestone of making 15k+ connections, LinkedIn suspended my account claiming there was suspicious activity, i clarified to the support team multiple times informing it was me sending the connection requests to increase my connections count, after multiple emails with the support team I was told the account will stay suspended . If this post is read i need help in restoring my old account.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Ive been an active and efficient promoter of LinkedIn for more than 10 years, recently had reached the milestone of making 15k+ connections, LinkedIn suspended my account claiming there was suspicious activity, i clarified to the support team multiple times informing it was me sending the connection requests to increase my connections count, after multiple emails with the support team I was told the account will stay suspended. If this post is read i need help in restoring my old account.

### events refined:

[I clarified to the support team multiple times informing it was me sending the connection requests to increase my connections count, after multiple emails with the support team I was told the account will stay suspended]
"
"I get constant emails about LinkedIn being conscious about spam profiles. Every time I report one that I've been contacted directly from with poorly translated English mixed in with Asian writing, I get a response saying there was no harmful content found. IMMEDIATELY, as if they didn't even look. You're not allowed to add context or pictures, so they only review the LinkedIn message, which is the laziest form of filtering I've ever seen. Do not give out details. App is 80% SPAM","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I get constant emails about LinkedIn being conscious about spam profiles. Every time I report one that I've been contacted directly from with poorly translated English mixed in with Asian writing, I get a response saying there was no harmful content found. IMMEDIATELY, as if they didn't even look. You're not allowed to add context or pictures, so they only review the LinkedIn message, which is the laziest form of filtering I've ever seen. Do not give out details. App is 80% SPAM

### events refined:

[I report a spam profile, I get a response saying there was no harmful content found, I get constant emails about LinkedIn being conscious about spam profiles]
"
"It seems like there's a whole bunch of fake profiles and no jobs, and then you'll get a bunch of spam calls and a bunch of text messages of unrelated stuff . Recommend another job search app.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
It seems like there's a whole bunch of fake profiles and no jobs, and then you'll get a bunch of spam calls and a bunch of text messages of unrelated stuff. Recommend another job search app.

### events refined:

[It seems like there's a whole bunch of fake profiles and no jobs, I get a bunch of spam calls and a bunch of text messages of unrelated stuff] [I recommend another job search app]
"
"Downloaded the app just to see a message request which was not visible on the mobile version. Surprise, not accessible on the app either. Screw you, LinkedIn. Uninstalling now.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Downloaded the app just to see a message request which was not visible on the mobile version. Surprise, not accessible on the app either. Screw you, LinkedIn. Uninstalling now.

### events refined:

[Downloaded the app just to see a message request which was not visible on the mobile version. Surprise, not accessible on the app either]
"
Absolutely ridiculous security check system that you can never pass no matter how many times you try. I'm not sure if it's android version dependent or just a general bug.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Absolutely ridiculous security check system that you can never pass no matter how many times you try. I'm not sure if it's android version dependent or just a general bug.

### events refined:

[I try to pass security check system, I never pass, I try many times]
"
"So many bugs, unable to add email also. Showing error while adding email. It says, ""we were unable to handle your request, please try again"". After update also.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
So many bugs, unable to add email also. Showing error while adding email. It says, ""we were unable to handle your request, please try again"". After update also.

### events refined:

[It is showing error while adding email, It says, ""we were unable to handle your request, please try again"", After update also.]
"
Seriously the worse service....thu...my account is hacked and I wanna report that but there is no call service for this LinkedIn. If you are not able to connect with customers why do you need a company... I wanna post this on social media as well. I want an immediate response or else I'm gonna take this issue very seriously,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Seriously the worse service....thu...my account is hacked and I wanna report that but there is no call service for this LinkedIn. If you are not able to connect with customers why do you need a company... I wanna post this on social media as well. I want an immediate response or else I'm gonna take this issue very seriously

### events refined:

[ I wanna report that but there is no call service for this LinkedIn. I wanna post this on social media as well]
"
Why give puzzle game like a nonsense. This puzzle game is not match in any time. When i try this is not match. I open this app due to Job search not for playing game. This is Like a nonsense. 😡😡😡😡😡😡😡😡😡😡😡,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Why give puzzle game like a nonsense. This puzzle game is not match in any time. When i try this is not match. I open this app due to Job search not for playing game. This is Like a nonsense. 😡😡😡😡😡😡😡😡😡😡😡

### events refined:

[ I try this puzzle game, It is not match in any time, I open this app due to job search, not for playing game, It is like a nonsense]
"
"There are bugs everytime I update it! 🤦🏻‍♀️ As lots of fake pages followed me every day, I changed following settings to connect first then follow my page, after that suddenly I lost around 2700 followers! After 3 to 4 years of sharing posts and being active! My followers were around 5500 before that. Another problem is you can not find your previous posts easily. You can not find them even through your hashtags!😒 New problem is I can not block fake pages anymore! 🤦🏻‍♀️🤦🏻‍♀️","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
There are bugs everytime I update it! 🤦🏻‍♀️ As lots of fake pages followed me every day, I changed following settings to connect first then follow my page, after that suddenly I lost around 2700 followers! After 3 to 4 years of sharing posts and being active! My followers were around 5500 before that. Another problem is you can not find your previous posts easily. You can not find them even through your hashtags!😒 New problem is I can not block fake pages anymore! 🤦🏻‍♀️🤦🏻‍♀️

### events refined:

[ I update it, there are bugs ] [ I changed following settings to connect first then follow my page, I lost around 2700 followers, I was active for 3 to 4 years, My followers were around 5500 before that] [ I can't find my previous posts, I can't find"
Total junk. Any application at this app will be drop you to website of company that you applying for. And absolutely no point of this app. Delete.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Total junk. Any application at this app will be drop you to website of company that you applying for. And absolutely no point of this app. Delete.

### events refined:

[any application at this app will be drop you to website of company that you applying for]
"
Won't let me cancel my subscription and keeps charging my card over 30 bucks and I really don't appreciate it,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Won't let me cancel my subscription and keeps charging my card over 30 bucks and I really don't appreciate it

### events refined:

[Won't let me cancel my subscription, Keeps charging my card over 30 bucks]
"
-10 Trying to sell the Premium Package too much...waste of time! Disaster!!!!,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
-10 Trying to sell the Premium Package too much...waste of time! Disaster!!!!

### events refined:

[It is trying to sell the premium package too much, it is a waste of time]
"
Poor security. You can easily be hacked and ur all data can be easily stealed.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Poor security. You can easily be hacked and ur all data can be easily stealed.

### events refined:

[You can easily be hacked and ur all data can be easily stealed]
"
I have tried and tried.... and I haven't been able to create an account. Its annoying... I don't know what's going on 😪😥,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I have tried and tried.... and I haven't been able to create an account. Its annoying... I don't know what's going on 😪😥

### events refined:

[I have tried and tried, I haven't been able to create an account, It's annoying]
"
Horrible! Constantly asks for identity verification by Person. Sorry for LinkedIn. I'm gonna uninstall.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Horrible! Constantly asks for identity verification by Person. Sorry for LinkedIn. I'm gonna uninstall.

### events refined:

[Constantly asks for identity verification by Person.]
"
I am unble to show the jobs after click show jobs button. It keeps refreshing,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I am unble to show the jobs after click show jobs button. It keeps refreshing

### events refined:

[ I click the show jobs button, It keeps refreshing]
"
It is 1 of the worst job apps ever because I can't even get help finding a job so I give a negative-1000,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
It is 1 of the worst job apps ever because I can't even get help finding a job so I give a negative-1000

### events refined:

[I can't even get help finding a job]
"
When I try to apply any job same type of technical issueshow in this time We are experience an error loading this application please try again,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
When I try to apply any job same type of technical issueshow in this time We are experience an error loading this application please try again

### events refined:

[When I try to apply any job same type of technical issueshow in this time I experience an error loading this application please try again]
"
Security check has a bug. Keeps on reloading the same window,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Security check has a bug. Keeps on reloading the same window

### events refined:

[It keeps on reloading the same window]
"
please stop spamming me with notifications about my missed notifications when I don't have any notifications :),"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
please stop spamming me with notifications about my missed notifications when I don't have any notifications :)

### events refined:

[It spams me with notifications about my missed notifications when I don't have any notifications]
"
"Very bad experience' you use 10 years for send verification code, i dont see it uptill now, yeye App","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Very bad experience' you use 10 years for send verification code, i dont see it uptill now, yeye App

### events refined:

[ I use 10 years for send verification code, I don't see it uptill now]
"
The way LinkedIn have been restricting my account nowadays is really high. I'm unable to message those who have vote to my poll.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
The way LinkedIn have been restricting my account nowadays is really high. I'm unable to message those who have vote to my poll.

### events refined:

[ I'm unable to message those who have voted to my poll]
"
"Two times my LinkedIn account get ristricted first I tried with my Google AC another with Facebook it works only single day after a day getting below error "" your account has been temporarily restricted "". I cannot update any false information. So would like to give -5⭐ to LinkedIn. They also take my aadhar card details phone mail and my photo. I m now in a fear that they can do missue those details please guide me if have any possible solution 🙏","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Two times my LinkedIn account get ristricted first I tried with my Google AC another with Facebook it works only single day after a day getting below error "" your account has been temporarily restricted "". I cannot update any false information. So would like to give -5⭐ to LinkedIn. They also take my aadhar card details phone mail and my photo. I m now in a fear that they can do missue those details please guide me if have any possible solution 🙏

### events refined:

[I tried with my Google AC, I tried with Facebook, it works only single day, after a day getting below error ""your account has been temporarily restricted""]
"
"LinkedIn All applications are working normally except for your application. ""Page doesn't exist""","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
LinkedIn All applications are working normally except for your application. ""Page doesn't exist""

### events refined:

[""All applications are working normally except for your application.""]
"
App crashes whenever I open the app and connect it to Google account,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
App crashes whenever I open the app and connect it to Google account

### events refined:

[I open the app, I connect it to Google account, App crashes]
"
Worst filters.. LinkedIn focusing on revenue not in improving the product.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Worst filters.. LinkedIn focusing on revenue not in improving the product.

### events refined:

[LinkedIn focusing on revenue not in improving the product]
"
"2 account has lost, without any notification. No code accepted for new account creation. Worst","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
2 account has lost, without any notification. No code accepted for new account creation. Worst

### events refined:

[I lost two accounts, I didn't get any notification, I tried to create a new account, I tried to enter the code, it didn't accept it]
"
Lot of ghost job's. HRs and agencies just hoarding candidates info. No response of the application,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Lot of ghost job's. HRs and agencies just hoarding candidates info. No response of the application

### events refined:

[HRs and agencies just hoarding candidates info.]
"
Terrible captcha keeps reloading. Won't even let me log in.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Terrible captcha keeps reloading. Won't even let me log in.

### events refined:

[It keeps reloading, It won't let me log in]
"
One of the worst app ever seen very useless with some set of poor graphics and stupid verification,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
One of the worst app ever seen very useless with some set of poor graphics and stupid verification

### events refined:

[It is one of the worst app I have ever seen, It is very useless, It has some set of poor graphics, It has stupid verification]
"
Frustratingly slow with many dropped queries on a moderate connection.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Frustratingly slow with many dropped queries on a moderate connection.

### events refined:

[It is frustratingly slow, It has many dropped queries on a moderate connection]
"
"The app is useless,all the jobs it mentions are fixed.They take professional internally with favouritism,whereas all the others are rejected giving a lame exercise","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
The app is useless,all the jobs it mentions are fixed.They take professional internally with favouritism,whereas all the others are rejected giving a lame exercise

### events refined:

[""all the jobs it mentions are fixed.They take professional internally with favouritism,whereas all the others are rejected giving a lame exercise""]
"
Very poor app it always only messages nothing opens in it.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Very poor app it always only messages nothing opens in it.

### events refined:

[It always only messages, Nothing opens in it]
"
Can't sign in just a loop asking me to sign in when I try logging in - broken app,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Can't sign in just a loop asking me to sign in when I try logging in - broken app

### events refined:

[Can't sign in, just a loop asking me to sign in when I try logging in] 
"
Captcha Problem. I Try Many Time But It Didn't Continue. Please Fix it.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Captcha Problem. I Try Many Time But It Didn't Continue. Please Fix it.

### events refined:

[ I try many times, it didn't continue]
"
I'm unable sign in app It a loop between sign page to security checkup.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I'm unable sign in app It a loop between sign page to security checkup.

### events refined:

[I'm unable to sign in, It is a loop between sign page to security checkup]
"
"freaking app not cancelling my premium and swallow one month worth of my money, never use it again","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
freaking app not cancelling my premium and swallow one month worth of my money, never use it again

### events refined:

[ swallow one month worth of my money, I never use it again]
"
"The fact that you need to pay but they can still email you about the paid features like who visited your page seems invasive and wrong, dont spam my email like a dating site do","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
The fact that you need to pay but they can still email you about the paid features like who visited your page seems invasive and wrong, dont spam my email like a dating site do

### events refined:

[They can still email me about the paid features like who visited my page]
"
I think the management and the concerned people have no interest in the reviews or comments from people what ever they say they will not change. This app and platform is turning out to be the worst from the best. Joining is like a night mare and like everyone says customer support has no explanation or even knowledge of how to guide. Absolute unprofessionalism from a professional platform.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I think the management and the concerned people have no interest in the reviews or comments from people what ever they say they will not change. This app and platform is turning out to be the worst from the best. Joining is like a night mare and like everyone says customer support has no explanation or even knowledge of how to guide. Absolute unprofessionalism from a professional platform.

### events refined:

[I think the management and the concerned people have no interest in the reviews or comments from people what ever they say they will not change.]
"
"Worst ui, developers should fix all bugs. Why I has to login again. It is restricting my email again and again without reason. Need to work on login page, settings options and so on.. F&ckk you! Made me so frustrated","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Worst ui, developers should fix all bugs. Why I has to login again. It is restricting my email again and again without reason. Need to work on login page, settings options and so on.. F&ckk you! Made me so frustrated

### events refined:

[It has the worst UI, It has bugs, I have to login again, It is restricting my email again and again without reason, It needs to work on login page, settings options]
"
"Edited: the recent update to the app does not even get past the login screen without crashing. The error clearly states ""There is a big with this app. Please wait for the developer to release a fix."" Notified LinkedIn support and was answered by a call centre op who asked me for the SAME information again, including my OS a patch details. With so many negative reviews, why is not LinkedIn looking at this as a matter of urgency. And your featured posts and photos will not show in the browser.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Edited: the recent update to the app does not even get past the login screen without crashing. The error clearly states ""There is a big with this app. Please wait for the developer to release a fix."" Notified LinkedIn support and was answered by a call centre op who asked me for the SAME information again, including my OS a patch details. With so many negative reviews, why is not LinkedIn looking at this as a matter of urgency. And your featured posts and photos will not show in the browser.

### events refined:

[It does not even get past the login screen without crashing]
"
App constantly freezes to the point of days going by where you can't even open it even after restarting. Bare bones app features for managing your account.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
App constantly freezes to the point of days going by where you can't even open it even after restarting. Bare bones app features for managing your account.

### events refined:

[App constantly freezes to the point of days going by where you can't even open it even after restarting]
"
The verification process sucks. Uninstall this !!!! Why this app has trust issue ?? Do I look like robot.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
The verification process sucks. Uninstall this!!!! Why this app has trust issue?? Do I look like robot.

### events refined:

[Uninstall this app] [Why this app has trust issue]
"
Stop sending notifications that are false. Meaning everyday or every other day you're saying my profile has been viewed X amount of times and in order for me to view I have to by a premium status. Yet no one has viewed my profile or its been so long ago it doesn't matter. Stop being being greedy promoting nothing.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Stop sending notifications that are false. Meaning everyday or every other day you're saying my profile has been viewed X amount of times and in order for me to view I have to by a premium status. Yet no one has viewed my profile or its been so long ago it doesn't matter. Stop being being greedy promoting nothing.

### events refined:

[ I receive notifications that are false, I have to by a premium status to view, I have to by a premium status to view]
"
"LinkedIn is best, but some bugs are present after update E.g we don't change or reset password. Kindly help us..","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
LinkedIn is best, but some bugs are present after update E.g we don't change or reset password. Kindly help us..

### events refined:

[we don't change or reset password]
"
