Review,Event
"This app was really great back in the days but nowadays you upload a video and it's quality is extremely fake, very blurred and when you download it it's even becomes more fake","Events: [I upload a video, The quality is extremely fake, Very blurred][When I download it, It becomes even more fake]"
"Love the app however ever since the update tik tok no longer shows when the creators I follow are live, even when I go directly to their page.","Events: [The update caused TikTok not to show when creators I follow are live, Even when I go directly to their page]"
"I take pictures in portrait mode and when I upload them to tiktok they go landscape,can you please fix this,it's very annoying","Events: [I take pictures in portrait mode, They go landscape when uploaded to TikTok]"
"The reason I give it 2 stars is that(1 It shuts down in my face the moment I open it (2 it's genuinely slow if you could prolly take things away that takes space.(3 If you ARE reading this then pleassse do your best to adjust the app to better as they say down there 👇👇👇👇👇👇👇👇👇 thank you sincerely, Priscilla.","Sure! Here are the events extracted from the reviews:

Review 1:
* It keeps logging me out of account (2 times)
* It says session expired (2 times)
* I try to log in, but it won't let me (3 times)
Events:
[It keeps logging me out, It is saying session expired, I try to log in but it won't let me]
Review 2:
* Facebook marketplace has a bug or feature where it selects a random picture as the main one (1 time)
* It keeps selecting a zoomed-up tiny area of damage as the main photo instead of the actual overall photo of an object (1 time)
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo]
Review 3:
* I can't login at all (1 time)
* I can't recover my account at all (1 time)
* I've tried uninstalling 3 times and trying to get the password reset but never worked (1 time)
* The app froze for a second and kicked me out of the app (1 time)
[I have tried uninstalling, I tried to get the password reset, It never worked and just said error, The app froze for a second and kicked me out of the app]
Review 4:
* The app is terrible (1 time)
* It shuts down in my face the moment I open it (1 time)
* It's genuinely slow if you could probably take things away that takes space (1 time)
[The app is terrible, It shuts down in my face the moment I open it, It's genuinely slow]"
"I get the last update , when I recieve a notification, I opne the app it's give me there is no intrenet connection and I could not see it in the app, the app didn not work , I'm trying to ues the website it works.","Events:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over.]
[I have tried uninstalling, I tried to get the password reset, It never worked and just said error, Oh yeah, And made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT.]
[When I recieve a notification, I opne the app it's give me there is no intrenet connection and I could not see it in the app, The app did not work, I'm trying to ues the website it works.]"
"it is a good app indeed but it's my 3rd time deleting and installing it again cus when I click on the app, it just doesn't opens.","Events:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over]
[I can't login at all, I can't recover my account at all, I've tried uninstalling 3 times and tried to get the password reset but never worked, just said error, Oh yeah, and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app.]"
Every time I comment on a friend's post it not there after there telling me they didn't deleate it and that it doesn't show please tik tok fix this issue.,"Events: [I comment on a friend's post, It is not visible afterward][They tell me they didn't delete it, The app doesn't show it]"
"It was letting me save videos but now it won't at all and I've tried everything but after the update or something it stopped letting me save anything crashing when almost saved and saying ""tap to try again"" than doesn't do anything had this issue before and it was fixed but now it's back it only seems to happen to Android nothing is fixing it (the settings are on for the videos to be saved but it won't complete a save)","Events:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over]
[I can't login at all, Can't recover my account at all, I've tried uninstalling 3 times and tried to get the password reset but never worked just said error, Oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app.]
[It was letting me save videos but now it won't at all, I've tried everything but after the update or something it stopped letting me save anything, Crashing when almost saved and saying ""tap to try again"" than doesn't do anything, Had this issue before and it was fixed but now it's back, It only seems to happen to Android, Nothing is fixing it (the settings are on for the videos to be saved but it won't complete a save)]"
"App has a LOT of issues, constant stuttering and lags while recording and constantly will crash and close in the middle of recordings or just scrolling Update: just repeatedly, CONSTANTLY, losing videos mid-editing; constantly crashing still; will have HOURS of work lost in seconds, even having saved it as a draft - just this morning bugged my video and lost half the videos clips because it suddenly glitched out and broke itself","Events:
[I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]

* Logging issues
	+ Keeps logging me out of account saying session expired
	+ It keeps updating constantly even when I keep it up to date so not sure if the app is glitching
* Bug or feature issue
	+ It will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object
* Update issues
	+ I got it updated, It is still continuing to do the same thing over and over
* Crashing and freezing issues
	+ App has a LOT of issues, constant stuttering and lags while recording and constantly will crash and close in the middle of recordings or just scrolling
	+ Update: just repeatedly, CONSTANTLY, losing videos mid-editing; constantly crashing still; will have HOURS of work lost in seconds, even having saved it as a draft - just this morning bugged my video and lost half the videos clips because it suddenly glitched out and broke itself"
"I really don't like the animation when navigating the app, please stop that or make them optional!!","Sure! Here are the events extracted from the reviews:

Reviews: Keeps logging me out of account saying session expired and everytime I try to log in it won't let me, keeps updating constantly even when I keep it up to date so not sure if the app is glitching, overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much, keep trying to update the app thinking it was that but its still not working and it says update again even after i already did
Events: [Keeps logging me out], [Keep trying to update the app], [It says update again]
Reviews: Facebook marketplace has a bug or a terrible feature where it will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.
Events: [Selects a random picture as the main one], [Zoomed up tiny area of damage as the main photo]
Reviews: I don't know what has happened lately it will not let me log into my Facebook I keep logging in right password and all cuz it starts to log in but then it decides login has expired and kicks me right back out logs me out then it turns around, I log back in and it does the same thing over and over first I thought it might have needed updated so I got it updated and it's still continuing to do it I do not know what is going on with it but it needs fixed
Events: [Logs in with the right password], [Decides login has expired], [Kicks me back out], [Turns around], [Logs back in], [Same thing over and over]
Reviews: Can't login at all can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT
Events: [Tried uninstalling], [Tried to get the password reset], [Never worked], [Screen goes black], [App froze for a second], [Kicked me out of the app]
I hope this helps! Let me know if you have any questions."
"Friends list is no longer, you can't see your FYP and or your friends, nobody sees your videos anymore, your likes and comments are never above 20 when mine used to be in the 100s , help us out TIKTOK this makes for a extremely frustrating time.","
Events:
[I can't see my friends list, I can't see my For You Page (FYP), Nobody sees my videos anymore, My likes and comments are never above 20 when they used to be in the 100s]
Reviews:
1. Keeps logging me out of account saying session expired and everytime I try to log in it won't let me, keeps updating constantly even when I keep it up to date so not sure if the app is glitching, overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much, keep trying to update the app thinking it was that but its still not working and it says update again even after i already did
2. Facebook marketplace has a bug or a terrible feature where it will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.
3. I don't know what has happened lately it will not let me log into my Facebook I keep logging in right password and all cuz it starts to log in but then it decides login has expired and kicks me right back out logs me out then it turns around, I log back in and it does the same thing over and over first I thought it might have needed updated so I got it updated and it's still continuing to do the same thing over and over
4. Can't login at all can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT
5. Friends list is no longer, you can't see your FYP and or your friends, nobody sees your videos anymore, your likes and comments are never above 20 when mine used to be in the 100s , help us out TIKTOK this makes for a extremely frustrating time."
"The app is oke, but always when I opened it a few times it always throws me out of the app and thats very annoying","Events: [It keeps logging me out, It says session expired, It won't let me log in][I try to update the app, It still won't let me log in]"
Having issues with the sound of a live continuing over the sound of the next few videos after I scroll,"
Events:
[I am logging in, It starts to log me in, The app decides login has expired, It logs me out]
* I keep trying to update the app, It still won't let me log in
* I update the app, It says update again
[I search and scroll, The app selects a random picture as the main one]
* It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object
[I log in with the right password, The app starts to log me in]
* It decides login has expired and kicks me back out
* I log back in and it does the same thing over and over
* I got it updated, but it is still continuing to do the same thing over and over
[I have tried uninstalling, I tried to get the password reset]
* It never worked and just said error
* Made my screen go black one time trying to login and white another time and just froze for a second before kicking me out of the app"
"I've had tik tok for more than 3 years and it worked perfectly fine until today, every time I press the app it just kicks me out, and this is not the first time it happend to me 3 weeks ago so then I deleted it and downloaded it back again and it worked, but for it to happen again for the second time is irritating, TikTok plz fix this problem thank you.","Here are the events extracted from the reviews:

Reviews:
* Keeps logging me out of account saying session expired and everytime I try to log in it won't let me.
* It keeps updating constantly even when I keep it up to date so not sure if the app is glitching.
* Overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much.
* Keep trying to update the app thinking it was that but its still not working and it says update again even after I already did.
Events:
* [It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in].
* [I keep trying to update the app, It still won't let me log in].
* [I update app, It says update again].
* Facebook marketplace has a bug or a terrible feature where it will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.
* [I search and scroll, It will select a random picture as the main one].
* [It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object].
* I don't know what has happened lately it will not let me log into my Facebook I keep logging in right password and all cuz it starts to log in but then it decides login has expired and kicks me right back out logs me out then it turns around, I log back in and it does the same thing over and over.
* [I log in with the right password, The app starts to log in].
* [It decides login has expired, It logs me out].
* [It turns around, I log back in, The app does the same thing over and over].
* Can't login at all can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT.
* [I have tried uninstalling, I tried to get the password reset].
* [It never worked and just said error].
* [I was trying to login, It made my screen go black].
* [I was trying to login, just froze for a second, kicked me out of the app]."
Tiktok is really amazing app when we know about it's features it becomes more and more interesting really good app there we can approach in higher stage but there is a big problem I win money in dollars but there is not any withdrawal method in Pakistan that really feels bad after too much struggle,"
Events:
[I win money in dollars, There is no withdrawal method in Pakistan]
Here are the related events extracted from the review:
* Winning money in dollars but unable to withdraw it in Pakistan."
"Love this app,, but have issue hope you solve this issue as soon as possible,, I have 100k followers and now views on my video only around 100 it's annoying and demotivate me please sort out this this issue,,","Events: [I have an issue with the app, I hope you can solve it soon, I have 100k followers and only around 100 views on my video, It is annoying and demotivating]"
The app was cool until my account was wrongfully banned and my appeal was denied so I made a new account but now I don't have tiktok shop or my saved filters when I go to use a filter it says it's unavailable in my region but I've used them in the passed with no problem.,"Events:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over.]
[I can't login at all, I can't recover my account at all, I've tried uninstalling 3 times and tried to get the password reset but never worked just said error, Oh yeah, And made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app.]"
Its starting to be too strict i posted something like a month ago and it wasnt a problem until now for whatever reason i've seen similar videos but they dont get in trouble this needs to be fixed,"
Events:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over.]
[I can't login at all, Can't recover my account at all, I've tried uninstalling 3 times and tried to get the password reset but never worked, just said error, Oh yeah, and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app.]"
The best songs are gone and I uninstalled it and then installed it again and then I couldn't swipe in swipe videos anymore and now I can only record up to 60 sec,"Events:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over]
[I can't login at all, I can't recover my account at all, I've tried uninstalling 3 times and tried to get the password reset but never worked, just said error, oh yeah, and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app.]"
"So far everything is cool But when you are posting something there must be few settings like Add to playlist and stuffs but I don't have it even though I've updated the app Which cause my video to have low likes, views, comments, shares and followers","
Sure! Here are the events extracted from the reviews:
Reviews:
* Keeps logging me out of account saying session expired (It keeps logging me out)
* It is saying session expired (Event 1)
* I try to log in, It won't let me log in (Event 2)
* It keeps updating constantly even when I keep it up to date so not sure if the app is glitching (Event 3)
* Overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much (Event 4)
* Keep trying to update the app thinking it was that but its still not working and it says update again even after i already did (Event 5)
Events:
* It keeps logging me out, It is saying session expired (Event 1)
* I keep trying to update the app, It still won't let me log in (Event 2)
* I update app, It says update again (Event 3)
* I search and scroll, It will select a random picture as the main one (Event 4)
* It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object (Event 5)
I hope this helps! Let me know if you have any other questions."
"It was great at the beginning but after a while (keep in mind i havent used the app in a couple weeks due to school) it randomly logged me out and now I cant get back into my account, i havent been bannned so idk what happened","Here are the events organized into related groups:

**Events for ""Keeps logging me out of account saying session expired"":**
* Keeps logging me out of account, saying session expired.
* I try to log in, but it won't let me.
**Events for ""It is saying update is needed even after I already did"":**
* It says update is needed, even after I already updated the app.
**Events for ""I update app, It says update again"":**
* I update the app, but it says update again.
**Events for ""Facebook marketplace has a bug or a terrible feature"":**
* Facebook marketplace selects a random picture as the main one (so the only one buyers see when searching and scrolling).
* It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object.
**Events for ""I don't know what has happened lately"":**
* I don't know what has happened lately, it will not let me log into my Facebook.
* I keep logging in with the right password and all, but it starts to log in but then it decides login has expired and kicks me right back out.
**Events for ""Needs fixed"":**
* I do not know what is going on with it, but it needs fixed.
Note: Some events may belong to more than one group, but I have organized them into the most relevant category based on the context of the review."
"I can't get an photo mode option.I've had it before (it could not zoom out and that was also an problem), but now I don't even have that option.I am politely asking you to change that.","Here are the events extracted from the reviews:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
Events:
* Keeping getting logged out of account
* Session expired message
* Trying to log in but unable to
* Updating the app but still having issues
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
* Randomly selects a small area as main photo
* Can't see full photo of an object
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over]
* Logging in with correct password
* App starts to log in but then kicks user out
* User logs back in but app repeats the same action
* Got the app updated but still experiencing issues
[Can't login at all, Can't recover my account at all]
* Unable to login
* Unsuccessful attempts at recovering account
[I've tried uninstalling 3 times and tried to get the password reset but never worked just said error, oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT]
* Uninstalling the app multiple times without success
* Trying to reset password but unable to
* App experiencing technical issues (screen going black, freezing)"
The app is overall good but lately when I open the app it says I need to update it but when I go to do so there's no update and when I try to make slideshows on the app it won't let me do so anymore please fix this,"Events: [The app is overall good, It says I need to update it, There is no update available, I try to make slideshows, The app won't let me do so anymore]"
"Deleted my tiktok account without reason or warning, doesn't let me follow others, and when i try to search things, it says ' you have reached the maximum amout of searches today' even if i havent used the app in a week","Events: [Deleted my TikTok account without reason or warning], [Doesn't let me follow others], [Says 'you have reached the maximum amount of searches today' even if I haven't used the app in a week]"
I changed my mind the app just stop working all of a sudden when i click on the app it loads and then i immediately go back to my home immediately when i try the same thing it loads and then removes itself like what's that for,"Events: [The app stops working suddenly, Loads but immediately goes back to the home screen, Loads but immediately remove itself]"
"No dark mode, when you're DMing people, it takes multiple attempts to close out of the DM, the app is generally very buggy, it lacks any kind of moderation for when it comes to videos and accounts, and yet comments are way over-moderated, Live streams are filled to the brim with attention seekers and scammers, the searching system sucks, comments have a small character limit of around 150 characters, so you can't give actual feedback without going full caveman mode, or creating multiple comments","Here are the events extracted from the reviews:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
* Keeping logging me out of account
* Session expired message
* Trying to log in but unable to
* App updates constantly despite efforts to keep it up to date
* Update button appears even after previous update
[I search and scroll, It will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
* Randomly selects a small, damaged picture as the main image
* Ignores the actual, larger image of the object
[I don't know what has happened lately it will not let me log into my Facebook I keep logging in right password and all cuz it starts to log in but then it decides login has expired and kicks me right back out logs me out then it turns around, I log back in and it does the same thing over and over first I thought it might have needed updated so I got it updated and it's still continuing to do it I do not know what is going on with it but it needs fixed.]
* Unable to log into account despite correct password
* Logs out after starting to log in
* App repeats the same action over and over
* Update attempt does not solve the issue
[Can't login at all can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT.]
* Complete inability to log into account
* Unsuccessful password reset attempts
* Screen goes black or freezes during login attempts
* App repeats the same issues despite multiple attempts at a solution"
The app was amazing until it started updating the new repost button is horrible i can't text anymore i can't see video views the app is just disappointing at this point,"Events: [The app was amazing until, The new repost button is horrible, I can't text anymore, I can't see video views, The app is just disappointing at this point]"
It is a great app but now I have the weirdest glitch where it spins the whole screen before I post or when I switch notifications it slides weird.,"
Events: [The app spins the whole screen before posting or switching notifications, It slides weird]
Note that some reviews may contain multiple events, and they may not always be clearly separated. However, by analyzing the text and identifying the related events, we can group them into categories for further analysis and improvement of the app."
It a good app in a way need to be careful when u are on there because they are lots of scammers and if u try and report them tiktok dont do anything about it Also I hate u need to reach 1000 flowers to go live that the other thing why I am giving it a 2 stars,"
Events:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over]
[I have tried uninstalling, I tried to get the password reset, It never worked and just said error, Oh yeah, And made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT]"
"Tiktok has a ""video is processing"" bug, videos don't finish processing, please fix this as soon as possible, and I'll return five stars","Events: [Video is processing, Does not finish processing]"
I honestly think it's a good app but the problem I am facing is when I upload something It got stuck I mean the uploading process stop and video didn't upload it all day show uploading but it didn't upload 😕 It's so frustrating 😔,"Events: [I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]

* Logging issues: The reviewer experiences logging problems, where the app keeps logging them out despite entering the correct password.
* Picture selection bug: The reviewer encounters a feature or bug in Facebook Marketplace that selects a random, zoomed-up area of an object's picture instead of the actual overall photo when searching and scrolling.
* Unresponsive app: The reviewer finds the app unresponsive after logging in with the right password, starting to log in but then deciding the login has expired and kicking them out. After multiple attempts at logging back in, the app continues to do the same thing.
* Password reset issues: The reviewer tried resetting their password but it didn't work, with an error message being displayed instead.
* Screen glitches: During attempted logins, the screen goes black or freezes for a second before kicking the user out of the app.
* Video upload issues: The reviewer encounters problems when uploading videos, where the upload process stops and the video doesn't upload despite showing an ongoing upload process all day."
"I like this app, but recently whenever there's a new update the app doesn't open anymore and I have to reinstall which makes me lose all of my drafts:(","Events: [There is a new update, The app doesn't open anymore, I have to reinstall]"
"This app was pretty fun and it worked great until recently, it would randomly ban me even though I did nothing wrong and I got 0 strikes, the TikTok developers need to fix this now.","Events: [It will randomly ban me even though I have 0 strikes], [The TikTok developers need to fix this now]."
"When I plug my phone to a charger the app stops working and behaves as if my internet is disconnected,and since like 2 months or so I have to enter the app and get out disconnect my internet connection and then enter so that it works otherwise nothing loads as if I have no internet connection, when scrolling through quotes If I scroll down I can see like 10 quotes but to load new ones I have to scroll up instead of scrolling down which is inconvenient and annoying,some replies to me won't load","Here are the related events extracted from the reviews:

Reviews:
* Keeps logging me out of account saying session expired (Event 1)
* It keeps updating constantly even when I keep it up to date so not sure if the app is glitching (Event 2)
* Overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much (Event 3)
* Keep trying to update the app thinking it was that but its still not working and it says update again even after i already did (Event 4)
Events:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in] (Event 1)
[I keep trying to update the app, It still won't let me log in] (Event 2)
[I update app, It says update again] (Event 3)
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over] (Event 4)
When I plug my phone to a charger the app stops working and behaves as if my internet is disconnected (Event 5)
And since like 2 months or so I have to enter the app and get out disconnect my internet connection and then enter so that it works otherwise nothing loads as if I have no internet connection (Event 6)
When scrolling through quotes If I scroll down I can see like 10 quotes but to load new ones I have to scroll up instead of scrolling down which is inconvenient and annoying (Event 7)
Some replies to me won't load (Event 8)"
"Firstly, I hate the name change, the user interface of this application is complicated, and the content in the app's homepage became so absurd even when I wasn't interested or saw it before.","Events: [I hate the name change, The user interface of this application is complicated, The content in the app's homepage became absurd]

Secondly, there are events that happen repeatedly, such as the app logging the user out after a certain period of time and requiring them to log back in. These events can be organized into the following groups:
Events: [It keeps logging me out, It decides login has expired, It logs me out]
Thirdly, there are specific actions that the reviewer mentions as causing problems, such as updating the app and trying to log in. These events can be grouped as follows:
Events: [I try to update the app, I update it, It says update again]
Lastly, there is an overall issue with the app not functioning correctly and the reviewer expressing frustration with the problem. This event can be grouped as follows:
Events: [The app is not working correctly, The app needs fixed]"
This app used to be good and consistent but now it just doesn't load anything on the app anymore every like couple hours it just doesn't work it's horrible and this started happening when they rebranded,"Events:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over.]
[I can't login at all, I can't recover my account at all, I've tried uninstalling 3 times and tried to get the password reset but never worked, just said error, Oh yeah, And made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app.]"
"Everything was okay, but then the app suddenly showed a blank screen saying ""cannot recieve posts at this time."" i tried leaving and coming back the next morning, uninstalling and re-installing, but it was still wasn't working after all that.","Events: [The app suddenly showed a blank screen, Saying ""cannot recieve posts at this time"", I tried leaving and coming back the next morning, Uninstalling and re-installing, It was still wasn't working]"
"I dont know what happened with this amazing app.when ever I open it ,it slows down so bad even dont reload.there is no issue in internet as I am using super fast speed.Do notice of this problem as soon as possible.","Events: [The app slows down, It does not reload]"
"App constantly crashes when i try to open it, and would glitch out when sending a specific image but would not happen with a different image","
Events:
[I try to open the app, It crashes]
[It glitches out when sending a specific image, But does not happen with a different image]"
"X isn't responding always after every few sec, also when I rotate video in horizontal (full screen) and when I go back it's goes to first video it should continue from where I was.","Events:

* App is not responding (after every few seconds)
* Video rotates in horizontal (full screen), but when going back, it resets to the first video instead of continuing from where the user was.
These events are related and can be grouped together as issues with the app's responsiveness and video playback functionality."
The app keeps on loadin you may think its data options but no.You cant see the pictures in a video before you click on it when you click on the video doesn't matter the network you are using it takes a very long time to load what's the problem,"Events: [It keeps loading, You cannot see the pictures in a video before clicking on it, The video takes a very long time to load]"
"Signs me out everytime and trying to log in through the app or the Internet is the most annoyingly and impossible thing to do, how is an app that's been around for years struggle with basic signing in.","Events:

* It keeps logging me out (Reviews: Keeps logging me out of account saying session expired and everytime I try to log in it won't let me, keeps updating constantly even when I keep it up to date so not sure if the app is glitching, overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much, keep trying to update the app thinking it was that but its still not working and it says update again even after i already did)
* It won't let me log in (Reviews: Facebook marketplace has a bug or a terrible feature where it will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now, I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object)
* Password reset issue (Reviews: Can't login at all can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error, oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT)
* Uninstallation issue (Reviews: Can't login at all can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error, oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT)"
"Still seeing nude images even with sensitive content disabled, this is highly disturbing and needs serious attention it's the main reason I haven't committed to this app, until you fix this it's not any better than wokebook.","
Here are the related events extracted from the reviews:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
* Keeping logging the user out of their account
* Says session has expired
* User tries to log in but is unable to
[I search and scroll, It will select a random picture as the main one, keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
* Randomly selects a picture as the main one
* Selects a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, and it does the same thing over and over]
* Logs in with the correct password
* Starts to log in but is kicked out
* App logs user out
* User tries to log back in but is unable to
[Can't login at all, can't recover my account at all]
* Unable to login
* Unable to recover account
[I've tried uninstalling 3 times and tried to get the password reset but never worked just said error, oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app]
* Tries to uninstall the app multiple times but is unable to
* Tries to reset password but it doesn't work
* App experiences technical issues such as screen going black or freezing"
